avg_log2fc,cluster,gene,p_adj,p_value,pct_1,pct_2
0.5891143664547018,2,KRR1,0.00001938229367721498,0.000000757713509935698,0.1079393398751115,0.04655493482309125
0.5228425335387308,2,IKZF1,0.00001938229367721498,0.0000007579282987890679,0.17662801070472792,0.11899806477525833
0.5168752695402989,2,NDUFA6,0.000019657848040068404,0.0000007701012634253601,0.21989295272078502,0.16905831233797056
0.48171924873640637,2,MDH1,0.000019697605254837878,0.0000007730592321841812,0.2528991971454059,0.20370978931609887
0.5052005694423398,2,SRP9,0.00002294899610704227,0.0000009022961142690633,0.2796610169491525,0.2385803483404535
0.6474288865632509,2,TARDBP,0.000024421592109338596,0.0000009619311787112395,0.11195361284567351,0.05203198597874904
0.597568379609361,2,TOX4,0.000025507564662929717,0.000001006519615209811,0.14495985727029437,0.08814400993171943
0.637879855343831,2,RELB,0.00002555342800564551,0.0000010101695435693614,0.1400535236396075,0.08328769124036951
0.6463585517764527,2,IP6K2,0.00002555342800564551,0.0000010119629860749768,0.12087421944692239,0.06159856866396465
0.5410395417360574,2,GTF2A2,0.00002600832727887396,0.0000010318269905162936,0.19669937555753791,0.14466717785810787
0.311800836525699,2,OCIAD2,0.000026392811481709293,0.000001050457290263651,0.3349687778768956,0.28513528316354475
0.5446098036501942,2,TSR2,0.000026392811481709293,0.000001050833589033573,0.15298840321141838,0.09555628582904298
0.49046952303073255,2,CCT6A,0.000026739909318252825,0.0000010665545060462023,0.20785013380909903,0.15631503998247342
0.5574527611383342,2,DYNLT3,0.000027106769118321176,0.0000010831144148237826,0.15700267618198038,0.10008398145105342
0.4132346883829827,2,SELENOF,0.000027248464656901515,0.0000010907135159499148,0.2903657448706512,0.24697849344579545
0.5007590133254884,2,NR3C1,0.000029969434355619303,0.0000012017604675840232,0.24843889384478143,0.1976120056961332
0.4310319423167588,2,GHITM,0.00003184894340837601,0.000001279392323194628,0.3496877787689563,0.327454631759594
0.5849344822578273,2,SKIL,0.00003649382833117145,0.0000014685749616383248,0.16057091882247992,0.10567057362982436
0.6415434665821127,2,CMSS1,0.00003712391717852671,0.0000014965702836988726,0.10615521855486174,0.04611677073063863
0.5162159710106562,2,NSD3,0.00004184265705787766,0.0000016897710066743343,0.19848349687778769,0.14521488297367363
0.6006745142171879,2,LSM3,0.00004198897012202629,0.0000016986650550609994,0.21052631578947367,0.1622667689049549
0.5811578031528963,2,MARCH5,0.000042462457434183544,0.000001720839014396347,0.12221231043710973,0.06459268996239091
0.5632825750295731,2,PIK3R1,0.00004489425669660456,0.00000182258233727417,0.14540588760035683,0.08719465439807207
0.5745674021828173,2,CCDC174,0.000046077824633626574,0.0000018739079765683897,0.11775200713648529,0.05933472085295943
0.5468614520360291,2,ISCA1,0.00004966151576979768,0.0000020231815525129093,0.10749330954504906,0.04827107751853069
1.5406379959708627,2,HSPA1A,0.000052038597390961025,0.000002123722353530866,0.22613737734165923,0.18468616496878082
0.6180985512182557,2,THUMPD1,0.000053136334358179314,0.000002172299484959339,0.10392506690454952,0.045349983568846536
0.5174665035428623,2,EEF1E1,0.00006493365463114794,0.0000026592097452926566,0.1128456735057984,0.05473399788220688
0.5357765089156713,2,POLE3,0.00006907099487264525,0.000002833555921899489,0.10303300624442462,0.04461971008142549
0.5583254111860697,2,SRP54,0.00007484704831959358,0.0000030758331979185982,0.1391614629794826,0.08441961514587212
0.5235235921745667,2,ZPR1,0.00007640467392794193,0.0000031452759476913172,0.11150758251561106,0.0540402380691569
0.5412893261304865,2,SPOP,0.0000794268081468763,0.0000032753322947165486,0.1280107047279215,0.0716033154416329
0.4139966617469657,2,PSMB1,0.00008763257726283502,0.000003619945068589203,0.39785905441570024,0.3870084346587797
0.6208620899548588,2,TAGAP,0.00008804590892623014,0.000003643278990050902,0.15477252453166815,0.10099682331032972
0.638435689472036,2,EED,0.00009211966365370907,0.000003818397718458044,0.10392506690454952,0.04739474933362544
0.394840888142989,2,CLEC2B,0.0000955575916193132,0.000003967695236806179,0.27564674397859057,0.23313981085916677
0.4920525431728413,2,MSL3,0.00010048083714608668,0.000004179259845749073,0.17305976806422838,0.120166502355132
0.6830759875015362,2,THUMPD3-AS1,0.00010230550891747426,0.000004262426464674007,0.1534344335414808,0.10092379596158761
0.4995449824400007,2,CCT5,0.00010465742231873644,0.000004367856871745346,0.24442462087421946,0.20319859787490416
0.5184845198252583,2,LSM5,0.00010690777657729113,0.000004469375942228737,0.1440677966101695,0.0895315295578194
0.5261767220912346,2,MAGOHB,0.00011141032718519108,0.000004665530231928727,0.11418376449598573,0.057472523460035785
0.5556013822932524,2,HNRNPR,0.00011154003813874488,0.00000467889246369424,0.2216770740410348,0.1752656369810494
0.4694653218129903,2,RTRAF,0.00011200986000258396,0.000004706564327161544,0.25156110615521854,0.20816445758936722
0.5879575319478595,2,SNRNP27,0.00011750335333434567,0.000004945750812224148,0.10570918822479929,0.04958556979588856
0.30145529440087104,2,IL2RG,0.00012276904840385897,0.0000051761141630635166,0.4009812667261374,0.3721838828641326
0.6677621624400659,2,RAB5A,0.0001313783742020496,0.000005548436137647883,0.14897413024085637,0.09895205754555081
